Grade,Tensile Strength (MPa),Yield Strength (MPa),Elongation in 50 mm (%),Reduction in Area (%),HV (GPa),"Carbon, C","Chromium, Cr","Iron, Fe","Manganese, Mn","Nickel, Ni","Nitrogen, N","Phosphorus, P","Silicon, Si","Sulfur, S","Molybdenum, Mo","Boron, B","Titanium, Ti",Nb,Ta,"Lead, Pb","Vanadium, V"
305,584.6469395952513,259.80345511544255,50.42828136385078,45.92052996414372,8.734655135605456,0.12,18.0,67.0,2.0,12.0,,0.045,1.0,0.03,,,,,,,
321H,514.8343730217687,205.3980866844543,,,18.752488705459278,0.07,18.0,68.08,2.0,10.5,,,1.0,,,,0.35,,,,
304L,563.8395745038509,210.44377908378155,,,15.411356542355778,0.03,18.0,64.9,2.0,8.0,,0.045,1.0,0.03,,,,,,,
329,724.9940913924313,550.1940028059103,,,19.13164730056671,0.1,28.0,63.0,2.0,4.5,,0.04,1.0,0.03,1.5,,,,,,
303,689.4093055337307,415.39114286549267,40.02853893205622,53.5405802431163,21.42819341469767,0.15,18.0,69.0,2.0,9.0,,0.2,1.0,0.15,0.6,,,,,,
309,654.7476269163465,275.1353885629579,44.454248477602796,65.10027026071607,8.770446664401833,0.2,23.0,60.0,2.0,14.0,,0.045,1.0,0.03,,,,,,,
384,515.4656504356434,240.14188480163264,,,13.52632399881289,0.08,16.0,63.0,2.0,18.0,,0.045,1.0,0.03,,,,,,,
316,620.3667993823207,415.24973976838555,45.55020740752235,64.68063615792386,18.746066529763475,0.08,17.0,66.9,2.0,12.0,,0.045,1.0,0.03,2.5,,,,,,
384,515.0061128743897,240.22157563988455,54.3091158906195,72.48368576031176,7.349514584913239,0.08,16.0,63.0,2.0,18.0,,0.045,1.0,0.03,,,,,,,
303,620.0120200790983,239.99112966039223,50.477069892669526,55.293298780847216,15.022413491849345,0.15,18.0,69.0,2.0,9.0,,0.2,1.0,0.15,0.6,,,,,,
303,690.4800023464468,414.85570062453695,39.31556780100067,53.06607999932853,22.30506047600302,0.15,18.0,69.0,2.0,9.0,,0.2,1.0,0.15,0.6,,,,,,
334,571.8781918402693,241.4592783454462,,,15.978227647006403,0.03,19.0,60.0,1.0,19.0,,0.02,0.75,0.015,,,0.4,,,,
201,757.880015632296,378.6991779934471,,,17.536206317725714,0.15,16.0,67.51,5.5,3.5,0.25,0.06,1.0,0.03,,,,,,,
321,620.8251704881299,240.92029770467963,,,15.26610231949137,0.08,17.0,65.45,2.0,9.0,,0.045,1.0,0.03,,,0.4,,,,
308,584.3081763780749,239.76055418425452,,,15.90115465513953,0.08,20.0,66.0,2.0,11.0,,0.045,1.0,0.03,,,,,,,
347,655.4751878853868,275.04648848661515,44.967777353748694,45.384989428430195,9.276054845162856,0.08,17.0,68.0,2.0,11.0,,0.045,1.0,0.03,,,,0.4,0.4,,
316,579.9633515767079,290.2731684176549,,,15.551935749305072,0.08,16.0,61.8,2.0,10.0,,0.045,1.0,0.03,2.0,,,,,,
308,585.5519974894439,204.38179942664414,55.29907853747172,64.70468516661394,14.63128932774891,0.08,20.0,66.0,2.0,11.0,,0.045,1.0,0.03,,,,,,,
316,620.5504613728156,414.1877912005668,45.08755685034182,65.149756078798,18.075204345119655,0.08,17.0,66.9,2.0,12.0,,0.045,1.0,0.03,2.5,,,,,,
305,586.0422787099349,260.3515998007469,,,7.526253905613351,0.12,18.0,67.0,2.0,12.0,,0.045,1.0,0.03,,,,,,,
304L,564.1582143629493,209.65046509297224,,,16.286797547388762,0.03,18.0,64.9,2.0,8.0,,0.045,1.0,0.03,,,,,,,
303,689.5665298622072,415.14107222191797,40.37955757480103,52.82153555576798,22.61136715314518,0.15,18.0,69.0,2.0,9.0,,0.2,1.0,0.15,0.6,,,,,,
317,584.6191663875301,274.56251392533864,50.074866507615816,46.5292041934747,16.23864548714536,0.08,19.0,62.925,2.0,13.0,,0.045,1.0,0.03,3.5,,,,,,
321,585.7770041721149,240.10255028409534,55.548870319481225,65.35764035854262,14.188889262067423,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
316,549.969774037957,239.843114623207,60.14116904696517,69.8395195868075,13.705024321944215,0.08,17.0,66.9,2.0,12.0,,0.045,1.0,0.03,2.5,,,,,,
317,619.6930645815513,274.5172205194331,46.01574089364997,46.587990274036336,8.411166443326465,0.08,19.0,62.925,2.0,13.0,,0.045,1.0,0.03,3.5,,,,,,
316L,559.6114841655697,290.6028172635268,,,16.02629783164192,0.03,16.0,61.9,2.0,10.0,,0.045,1.0,0.03,2.0,,,,,,
329,724.0768890602028,550.050619521621,,,19.223831354275383,0.1,28.0,63.0,2.0,4.5,,0.04,1.0,0.03,1.5,,,,,,
303,689.4643036152813,415.1168247996835,40.12799526829656,53.84688100050638,21.977207909282892,0.15,18.0,69.0,2.0,9.0,,0.2,1.0,0.15,0.6,,,,,,
334,571.154323724858,240.7530465981918,,,15.311548188649436,0.03,19.0,60.0,1.0,19.0,,0.02,0.75,0.015,,,0.4,,,,
321H,514.0084948440267,205.45285402833622,,,18.18992394394321,0.07,18.0,68.08,2.0,10.5,,,1.0,,,,0.35,,,,
304L,564.2873393973665,209.85832954706936,,,17.172885984356878,0.03,18.0,64.9,2.0,8.0,,0.045,1.0,0.03,,,,,,,
321,655.0268534310143,415.0839738804668,40.78076373839202,59.6526212565351,17.584521194114423,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
321,620.5660372379253,239.23556650475606,44.32126678450358,45.05762509247242,8.253172740937789,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
321,654.9806818427595,415.4486320379568,39.132682561301934,60.51998160420837,18.03334588378728,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
317,619.7219073320406,275.059363166987,44.38306287796716,45.07574229906455,9.561133429019062,0.08,19.0,62.925,2.0,13.0,,0.045,1.0,0.03,3.5,,,,,,
384,515.01633512523,239.64557386229308,54.57192336873804,71.90605227782704,8.173095452000158,0.08,16.0,63.0,2.0,18.0,,0.045,1.0,0.03,,,,,,,
309,620.4565896267316,309.8244491053763,,,17.22062209737886,0.2,23.0,60.0,2.0,14.0,,0.045,1.0,0.03,,,,,,,
308,586.381254738409,204.89699072273746,54.86465670603205,64.17393930158198,13.980881802346554,0.08,20.0,66.0,2.0,11.0,,0.045,1.0,0.03,,,,,,,
304L,564.5690645622648,210.60253097122418,,,15.819629130592032,0.03,18.0,64.9,2.0,8.0,,0.045,1.0,0.03,,,,,,,
334,571.8950245289599,240.68160300890338,,,17.03579952321334,0.03,19.0,60.0,1.0,19.0,,0.02,0.75,0.015,,,0.4,,,,
304H,519.4502056108498,204.17572365641098,,,18.195300407867123,0.04,18.0,66.08,2.0,8.0,,0.04,0.75,0.03,,,,,,,
321H,515.4608312247559,205.38705806080924,,,18.22417324591119,0.07,18.0,68.08,2.0,10.5,,,1.0,,,,0.35,,,,
303,689.8846751534611,415.10290770739005,40.02891593021074,52.891776247665554,21.913002574608036,0.15,18.0,69.0,2.0,9.0,,0.2,1.0,0.15,0.6,,,,,,
321,584.9814444449701,238.9651320668225,54.69936994864244,64.34717230735302,13.977088481001577,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
309,656.0133273826074,274.7325272077713,45.503930843296956,64.72679378569724,9.206797014765966,0.2,23.0,60.0,2.0,14.0,,0.045,1.0,0.03,,,,,,,
321,654.3389240730965,414.278124603328,39.39255496470358,59.89307744128917,17.591476178901974,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
321,619.8307197724766,239.72906830511224,45.553950298444605,46.631773563727684,8.73665771260951,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
321,584.724513368073,240.65695176121864,55.8813944940618,64.91761841106238,13.544728606386679,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
321,620.2106506156373,240.07424273736984,44.59643282807814,46.24494545069233,9.025876741389158,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
347,654.117357499402,275.3562678349584,44.87442460656185,45.36554447155528,9.307435527829796,0.08,17.0,68.0,2.0,11.0,,0.045,1.0,0.03,,,,0.4,0.4,,
201,758.1330269580969,378.7451856920842,,,17.108452360113564,0.15,16.0,67.51,5.5,3.5,0.25,0.06,1.0,0.03,,,,,,,
308,585.7700739508324,240.17523905277653,,,15.713096847949432,0.08,20.0,66.0,2.0,11.0,,0.045,1.0,0.03,,,,,,,
321,655.1531177365154,414.48914177271644,39.47056087991893,59.60644640579909,17.40426252170887,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
308,586.2803184520997,240.16408471606667,,,16.18377942861405,0.08,20.0,66.0,2.0,11.0,,0.045,1.0,0.03,,,,,,,
201,757.838527594538,378.783422666371,,,17.11474477359458,0.15,16.0,67.51,5.5,3.5,0.25,0.06,1.0,0.03,,,,,,,
321,620.1220802598796,240.06029408474652,,,14.999390555521625,0.08,17.0,65.45,2.0,9.0,,0.045,1.0,0.03,,,0.4,,,,
347,619.6486743788768,240.34311804760887,50.16714455120673,65.11939883891681,15.899172075235755,0.08,17.0,68.0,2.0,11.0,,0.045,1.0,0.03,,,,0.4,0.4,,
316,580.7419963372073,289.19578627186235,50.59223843200215,46.76588136572672,9.542565301535042,0.08,17.0,66.9,2.0,12.0,,0.045,1.0,0.03,2.5,,,,,,
201,757.1973221665397,378.8545616089394,,,17.968260760680383,0.15,16.0,67.51,5.5,3.5,0.25,0.06,1.0,0.03,,,,,,,
304L,564.4235223195271,210.33918429246572,,,15.44191351568857,0.03,18.0,64.9,2.0,8.0,,0.045,1.0,0.03,,,,,,,
384,516.0470585613994,239.75276867120928,54.51295124559165,71.49668642944461,7.821356790654167,0.08,16.0,63.0,2.0,18.0,,0.045,1.0,0.03,,,,,,,
304L,563.6175605818528,209.73862354871636,,,15.546395949046154,0.03,18.0,64.9,2.0,8.0,,0.045,1.0,0.03,,,,,,,
309,655.1589504996111,275.0535265859558,45.796050661991885,65.47690023678676,9.44913172762422,0.2,23.0,60.0,2.0,14.0,,0.045,1.0,0.03,,,,,,,
321,655.6336417406227,414.5832438311196,40.77679666151372,59.94988481519138,18.314685170512863,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
316L,561.0955364183619,290.1843078894785,,,16.088903259474264,0.03,16.0,61.9,2.0,10.0,,0.045,1.0,0.03,2.0,,,,,,
321,585.3942439725449,240.3412537800852,55.61065568463332,64.67056848034223,14.167362923536249,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
316,619.3083942857074,415.3274725554288,45.1156415123599,65.08256865226362,18.752709906492143,0.08,17.0,66.9,2.0,12.0,,0.045,1.0,0.03,2.5,,,,,,
317,620.2305807962591,274.9728958680262,44.86087678932123,45.66684214758951,8.918957404914858,0.08,19.0,62.925,2.0,13.0,,0.045,1.0,0.03,3.5,,,,,,
384,515.6532765560148,240.0454709300517,,,13.680967170834496,0.08,16.0,63.0,2.0,18.0,,0.045,1.0,0.03,,,,,,,
317,620.0464607309656,275.1339184074675,45.45233127505193,46.48468439531544,9.588691996804773,0.08,19.0,62.925,2.0,13.0,,0.045,1.0,0.03,3.5,,,,,,
384,514.7972682677405,238.87685446320904,54.84105789737915,71.84476231530078,8.4455395481165,0.08,16.0,63.0,2.0,18.0,,0.045,1.0,0.03,,,,,,,
321,655.8718600289632,415.5536888059287,39.45045579142274,59.40463066199915,17.697366743778407,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
316,581.2039913040859,289.6896087979299,,,14.87020539965745,0.08,16.0,61.8,2.0,10.0,,0.045,1.0,0.03,2.0,,,,,,
316,579.1585538882628,290.7104956115382,,,15.879867730173727,0.08,16.0,61.8,2.0,10.0,,0.045,1.0,0.03,2.0,,,,,,
316N,620.0133649758908,329.9601574807373,,,16.03746409271962,0.08,16.0,61.69,2.0,10.0,0.1,0.045,1.0,0.03,2.0,,,,,,
321,620.6612293157301,239.64974659618514,,,16.061015048225457,0.08,17.0,65.45,2.0,9.0,,0.045,1.0,0.03,,,0.4,,,,
329,725.1518344328753,550.0019687318828,,,19.464475889004095,0.1,28.0,63.0,2.0,4.5,,0.04,1.0,0.03,1.5,,,,,,
305,585.0233163574908,260.71305487574426,50.008699193978906,45.66117082357395,8.644911551014326,0.12,18.0,67.0,2.0,12.0,,0.045,1.0,0.03,,,,,,,
384,514.6201635820786,239.5763664084877,,,13.04672933570491,0.08,16.0,63.0,2.0,18.0,,0.045,1.0,0.03,,,,,,,
316,580.668534101262,290.0941866366702,,,15.219400079648006,0.08,16.0,61.8,2.0,10.0,,0.045,1.0,0.03,2.0,,,,,,
316,620.4798286561041,415.3369871372783,45.29656405080778,65.20997021831724,17.609699195015004,0.08,17.0,66.9,2.0,12.0,,0.045,1.0,0.03,2.5,,,,,,
308,583.6898408852893,240.97360285493593,,,15.622256218162844,0.08,20.0,66.0,2.0,11.0,,0.045,1.0,0.03,,,,,,,
321,654.8472820316123,415.3179917467401,40.55912149632549,60.268607262547334,17.890103626239902,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
316,580.5996458189654,289.02317200192545,49.00507205987832,45.97310436041198,9.440805826824851,0.08,17.0,66.9,2.0,12.0,,0.045,1.0,0.03,2.5,,,,,,
316,619.4330910191941,414.5142196063287,44.92210522896418,64.40683822087001,18.127353504408603,0.08,17.0,66.9,2.0,12.0,,0.045,1.0,0.03,2.5,,,,,,
347,654.3929494982386,275.15360923861704,45.23317875271171,46.34952345362351,9.652295597616597,0.08,17.0,68.0,2.0,11.0,,0.045,1.0,0.03,,,,0.4,0.4,,
316,580.1633133543766,289.48256502759847,,,15.438710628591759,0.08,16.0,61.8,2.0,10.0,,0.045,1.0,0.03,2.0,,,,,,
347,655.7525386564598,275.4869354802047,44.66971501372916,45.913707181759335,8.613351977991774,0.08,17.0,68.0,2.0,11.0,,0.045,1.0,0.03,,,,0.4,0.4,,
321H,515.8035318270046,204.84170004499336,,,19.49059924476471,0.07,18.0,68.08,2.0,10.5,,,1.0,,,,0.35,,,,
316L,560.4002995874444,289.51354810376915,,,14.751439211365309,0.03,16.0,61.9,2.0,10.0,,0.045,1.0,0.03,2.0,,,,,,
321,620.2451072316497,240.06266434219077,,,15.529406814857099,0.08,17.0,65.45,2.0,9.0,,0.045,1.0,0.03,,,0.4,,,,
334,571.9158383733812,241.25758742059088,,,15.668926837320026,0.03,19.0,60.0,1.0,19.0,,0.02,0.75,0.015,,,0.4,,,,
308,585.0988151584602,205.22713150693176,54.84298468020531,64.43053498769918,14.792872938180079,0.08,20.0,66.0,2.0,11.0,,0.045,1.0,0.03,,,,,,,
316,580.5694507536275,289.914528927478,50.44538267019779,44.88760821724979,9.645885806557581,0.08,17.0,66.9,2.0,12.0,,0.045,1.0,0.03,2.5,,,,,,
384,689.9688082606013,450.06873078372604,39.649568194443276,59.650191767468534,21.076981924765104,0.08,16.0,63.0,2.0,18.0,,0.045,1.0,0.03,,,,,,,
201,758.5002162123584,379.32049755265825,,,17.02833601809203,0.15,16.0,67.51,5.5,3.5,0.25,0.06,1.0,0.03,,,,,,,
303,619.5705758426493,239.76983132224942,50.15257855446358,54.76591688908372,15.532817100029913,0.15,18.0,69.0,2.0,9.0,,0.2,1.0,0.15,0.6,,,,,,
334,572.1141044857875,240.79026672789166,,,16.593661510871858,0.03,19.0,60.0,1.0,19.0,,0.02,0.75,0.015,,,0.4,,,,
384,515.9794272152817,239.45255792620864,54.55245061104106,72.08587344040082,7.576470406862123,0.08,16.0,63.0,2.0,18.0,,0.045,1.0,0.03,,,,,,,
317,585.2733962912549,274.8607824080997,50.49412621161688,45.524991287305504,15.811097020004052,0.08,19.0,62.925,2.0,13.0,,0.045,1.0,0.03,3.5,,,,,,
321,585.2474123764098,240.28080011337732,55.24749486186224,64.76862891388912,14.433513924093692,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
303,620.8833344582937,239.89250189170883,49.38338035256869,55.38014014079384,16.05106575497439,0.15,18.0,69.0,2.0,9.0,,0.2,1.0,0.15,0.6,,,,,,
384,690.3546696649732,450.1479059874309,39.4093912276102,60.13024230601799,20.66042412862044,0.08,16.0,63.0,2.0,18.0,,0.045,1.0,0.03,,,,,,,
305,585.0217778190814,259.4813170109041,,,8.149832566103607,0.12,18.0,67.0,2.0,12.0,,0.045,1.0,0.03,,,,,,,
321H,514.063609005337,205.42599805229278,,,19.09741167270966,0.07,18.0,68.08,2.0,10.5,,,1.0,,,,0.35,,,,
321,584.1856734123569,240.31714964129844,54.47154820006357,64.37538021014767,14.102549620710699,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
309,619.8226552490901,310.61485050916707,,,16.50418968703659,0.2,23.0,60.0,2.0,14.0,,0.045,1.0,0.03,,,,,,,
305,585.0359349846875,260.37686879987467,49.87468847260343,45.659282673797854,8.190903575037646,0.12,18.0,67.0,2.0,12.0,,0.045,1.0,0.03,,,,,,,
316N,619.3667759152921,329.4835158581436,,,16.83823175688194,0.08,16.0,61.69,2.0,10.0,0.1,0.045,1.0,0.03,2.0,,,,,,
316,620.1531558642755,415.3509883895439,44.53843449602454,65.32607753665074,17.961971180188485,0.08,17.0,66.9,2.0,12.0,,0.045,1.0,0.03,2.5,,,,,,
317,584.8330844831887,275.8118483488824,49.76318514029454,45.85391257390178,16.009541408394654,0.08,19.0,62.925,2.0,13.0,,0.045,1.0,0.03,3.5,,,,,,
384,514.4691836127179,240.10338983529772,54.789527078013414,72.16229683897227,7.342069814592061,0.08,16.0,63.0,2.0,18.0,,0.045,1.0,0.03,,,,,,,
316,620.2505856400229,415.54050433970866,44.151371903486826,65.64443856033745,17.35127370447024,0.08,17.0,66.9,2.0,12.0,,0.045,1.0,0.03,2.5,,,,,,
321,619.2252624397589,240.4272794417715,45.553058815672586,46.42315200994829,7.943995960680592,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
316,581.0425436866844,290.0003309843292,,,15.3360204611813,0.08,16.0,61.8,2.0,10.0,,0.045,1.0,0.03,2.0,,,,,,
316N,620.375120664372,331.0366212282031,,,16.38649475211892,0.08,16.0,61.69,2.0,10.0,0.1,0.045,1.0,0.03,2.0,,,,,,
303,619.7475584412658,240.31473718279045,50.143832029185056,54.96976873891149,15.809856776134838,0.15,18.0,69.0,2.0,9.0,,0.2,1.0,0.15,0.6,,,,,,
316,549.6680830015338,239.87280708578942,59.73988773038327,70.22121871028205,14.814709713103646,0.08,17.0,66.9,2.0,12.0,,0.045,1.0,0.03,2.5,,,,,,
321,620.171867073389,240.22209423969497,44.87608163492903,45.348860170677774,8.237918470750163,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
304L,562.933587711721,209.44759550025384,,,16.10830440017221,0.03,18.0,64.9,2.0,8.0,,0.045,1.0,0.03,,,,,,,
321,655.0716189536299,415.61550765021,39.61669557361681,60.13477450999512,17.676021919045326,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
305,584.8411131089035,258.9643568457108,,,7.691506001138161,0.12,18.0,67.0,2.0,12.0,,0.045,1.0,0.03,,,,,,,
329,724.8103308281007,549.2824073503258,,,19.825485266409636,0.1,28.0,63.0,2.0,4.5,,0.04,1.0,0.03,1.5,,,,,,
304L,564.9694192709336,210.78332892175732,,,15.872009279453613,0.03,18.0,64.9,2.0,8.0,,0.045,1.0,0.03,,,,,,,
334,572.5991422165454,241.6509143593251,,,16.125944019944484,0.03,19.0,60.0,1.0,19.0,,0.02,0.75,0.015,,,0.4,,,,
347,654.3000462112183,274.6327238288333,45.39626157588333,45.51044924148555,8.912660562728187,0.08,17.0,68.0,2.0,11.0,,0.045,1.0,0.03,,,,0.4,0.4,,
334,572.835648490305,240.83933136959598,,,15.81499069728851,0.03,19.0,60.0,1.0,19.0,,0.02,0.75,0.015,,,0.4,,,,
347,654.815788579544,274.8825141943792,46.20433807900512,45.70764972126015,9.671588372052398,0.08,17.0,68.0,2.0,11.0,,0.045,1.0,0.03,,,,0.4,0.4,,
347,654.8647406760256,275.8502221759442,46.01790140795224,45.40554519833991,9.219580599467815,0.08,17.0,68.0,2.0,11.0,,0.045,1.0,0.03,,,,0.4,0.4,,
316,580.0633457346847,290.0888138076138,50.16636701306107,45.93002307067027,8.834331136860929,0.08,17.0,66.9,2.0,12.0,,0.045,1.0,0.03,2.5,,,,,,
317,585.1933330735974,274.8047229612494,49.97249970851281,45.11836655972835,15.298402980773767,0.08,19.0,62.925,2.0,13.0,,0.045,1.0,0.03,3.5,,,,,,
384,690.1324408231912,449.13784831876484,39.49627620614642,60.28120539214763,20.088440849536312,0.08,16.0,63.0,2.0,18.0,,0.045,1.0,0.03,,,,,,,
317,620.4713387229805,275.5944225980421,44.9719024977058,45.43500526461019,9.519030123600634,0.08,19.0,62.925,2.0,13.0,,0.045,1.0,0.03,3.5,,,,,,
384,515.5093582725214,240.1106357155187,,,13.564601516528654,0.08,16.0,63.0,2.0,18.0,,0.045,1.0,0.03,,,,,,,
329,725.3998757898619,549.1143219304776,,,18.79296457810693,0.1,28.0,63.0,2.0,4.5,,0.04,1.0,0.03,1.5,,,,,,
334,573.5402502102028,240.8435747710902,,,16.478098443051227,0.03,19.0,60.0,1.0,19.0,,0.02,0.75,0.015,,,0.4,,,,
303,620.5719623832515,240.28037874831486,49.94899216470108,54.5008237111092,15.347959357475695,0.15,18.0,69.0,2.0,9.0,,0.2,1.0,0.15,0.6,,,,,,
316,579.0511351143288,289.4380295125638,49.669319379732336,45.962621210544434,8.992151511394628,0.08,17.0,66.9,2.0,12.0,,0.045,1.0,0.03,2.5,,,,,,
316,619.8657294481486,415.3250515477504,45.49579885120422,65.96922378305763,18.333454241420352,0.08,17.0,66.9,2.0,12.0,,0.045,1.0,0.03,2.5,,,,,,
321,619.4246543194441,240.60995924105313,,,15.993110946068501,0.08,17.0,65.45,2.0,9.0,,0.045,1.0,0.03,,,0.4,,,,
321H,515.3316709480988,204.46031179204653,,,18.922037619519422,0.07,18.0,68.08,2.0,10.5,,,1.0,,,,0.35,,,,
384,514.9011144274299,239.4671793512852,54.598453174351846,72.0220348700392,7.954114221012559,0.08,16.0,63.0,2.0,18.0,,0.045,1.0,0.03,,,,,,,
321,584.4335144755139,239.8694679334229,55.828524118460216,66.31699260304825,14.59540016806103,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
321,585.1685447777746,240.2686085939838,54.63928062363334,65.53439330881393,14.090797921109921,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
316,579.4829485317963,289.9498189209495,49.447798581837645,46.27819607330907,8.124973984343681,0.08,17.0,66.9,2.0,12.0,,0.045,1.0,0.03,2.5,,,,,,
321,621.2918160417834,239.86213935796061,45.24865380877207,46.0206367793094,8.923618207666488,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
321,584.2781092299408,239.92325213017023,55.66614093645184,65.63640256845316,14.46509570613805,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
317,585.5924353722213,274.740878427957,49.26752378355883,45.92175360102332,15.856715083146533,0.08,19.0,62.925,2.0,13.0,,0.045,1.0,0.03,3.5,,,,,,
334,572.6947904281825,242.04202221694968,,,15.800922833544583,0.03,19.0,60.0,1.0,19.0,,0.02,0.75,0.015,,,0.4,,,,
304L,565.0088231220698,209.94365251592708,,,16.825409273918673,0.03,18.0,64.9,2.0,8.0,,0.045,1.0,0.03,,,,,,,
321,655.0681131196206,415.90727417300064,40.16927296665068,59.77040621458836,17.94451048719834,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
321H,514.134654289962,205.0377368432638,,,17.882359943421086,0.07,18.0,68.08,2.0,10.5,,,1.0,,,,0.35,,,,
347,654.8759654039283,274.6529976951413,44.84355429001961,45.4056615547395,9.043329196417167,0.08,17.0,68.0,2.0,11.0,,0.045,1.0,0.03,,,,0.4,0.4,,
317,585.0253266356771,275.15892315261635,49.88086055774181,46.125973079235216,16.153919509138653,0.08,19.0,62.925,2.0,13.0,,0.045,1.0,0.03,3.5,,,,,,
317,584.9129219020957,275.14397756203414,51.16630496930792,45.82516310283883,15.468168604232401,0.08,19.0,62.925,2.0,13.0,,0.045,1.0,0.03,3.5,,,,,,
329,725.5871688429786,550.1573609759508,,,19.449731289586804,0.1,28.0,63.0,2.0,4.5,,0.04,1.0,0.03,1.5,,,,,,
308,584.7929317271338,204.84216776060939,55.276734360733776,63.85227046818295,14.988127382386086,0.08,20.0,66.0,2.0,11.0,,0.045,1.0,0.03,,,,,,,
304H,520.1812194947701,203.97611371765865,,,17.746236880562396,0.04,18.0,66.08,2.0,8.0,,0.04,0.75,0.03,,,,,,,
384,514.5670226831536,239.8078586582589,54.75664196911469,72.79854454030254,7.9209227031983795,0.08,16.0,63.0,2.0,18.0,,0.045,1.0,0.03,,,,,,,
317,585.4833323556115,275.2042554969007,49.59775209651566,45.8836059786174,15.795895086984018,0.08,19.0,62.925,2.0,13.0,,0.045,1.0,0.03,3.5,,,,,,
308,584.5210212267909,240.77525983369773,,,14.849057366912092,0.08,20.0,66.0,2.0,11.0,,0.045,1.0,0.03,,,,,,,
329,724.559875263327,550.7731209859946,,,19.397506124364487,0.1,28.0,63.0,2.0,4.5,,0.04,1.0,0.03,1.5,,,,,,
384,514.5068882614715,239.95036349211003,54.71239107414904,72.68706280650204,7.6260078919635355,0.08,16.0,63.0,2.0,18.0,,0.045,1.0,0.03,,,,,,,
309,655.4579785381134,274.78459004591735,44.882100063057635,64.24280746919797,8.64074115873916,0.2,23.0,60.0,2.0,14.0,,0.045,1.0,0.03,,,,,,,
305,585.169599964315,260.1444400429055,49.05415897056971,46.222055961979386,8.521907344141523,0.12,18.0,67.0,2.0,12.0,,0.045,1.0,0.03,,,,,,,
321H,514.4987061971492,204.65268493362694,,,19.54401848999275,0.07,18.0,68.08,2.0,10.5,,,1.0,,,,0.35,,,,
316,620.225711275881,414.26561082081275,45.0892141910521,64.62100062993063,17.654735328432924,0.08,17.0,66.9,2.0,12.0,,0.045,1.0,0.03,2.5,,,,,,
321,584.5689699873091,239.2996797196854,54.73375632294866,64.56164021248581,14.195491613612075,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
201,758.2472264849637,378.89823823761736,,,17.684137822443827,0.15,16.0,67.51,5.5,3.5,0.25,0.06,1.0,0.03,,,,,,,
304H,520.7705627139317,205.68623097392887,,,18.710359613625645,0.04,18.0,66.08,2.0,8.0,,0.04,0.75,0.03,,,,,,,
321,585.8487093212609,239.90617761098423,55.014641218963426,64.73071505341453,14.80689240599026,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
304L,564.5302189697571,210.10097819807595,,,15.809956537715399,0.03,18.0,64.9,2.0,8.0,,0.045,1.0,0.03,,,,,,,
308,584.2313543793383,240.5310876477946,,,14.985087034212842,0.08,20.0,66.0,2.0,11.0,,0.045,1.0,0.03,,,,,,,
321,620.0541199802067,240.60336151345075,,,16.015696077874498,0.08,17.0,65.45,2.0,9.0,,0.045,1.0,0.03,,,0.4,,,,
303,620.7140157886407,239.1200178821425,49.83412545508953,55.06342920920253,14.690723281752627,0.15,18.0,69.0,2.0,9.0,,0.2,1.0,0.15,0.6,,,,,,
316,549.302800021442,239.2812496956649,60.12005212888146,70.21419473332121,15.033111685687711,0.08,17.0,66.9,2.0,12.0,,0.045,1.0,0.03,2.5,,,,,,
