Grade,Tensile Strength (MPa),Yield Strength (MPa),Elongation in 50 mm (%),Reduction in Area (%),HV (GPa),"Carbon, C","Chromium, Cr","Iron, Fe","Manganese, Mn","Nickel, Ni","Nitrogen, N","Phosphorus, P","Silicon, Si","Sulfur, S","Molybdenum, Mo","Boron, B","Titanium, Ti",Nb,Ta,"Lead, Pb","Vanadium, V",YS/TS ratio
431,894.9708971053349,759.5093468105999,14.887105612120811,34.43031055735423,25.675052342766172,0.4183000240666658,16.252567802685537,81.58337722396305,0.9481130335158385,2.563059002645728,-0.4309775546434263,-0.011547828405469286,1.9747429849028753,-0.08572336243189459,-0.009792583234228375,-0.059188318439720354,1.1408656925727187,0.1689807455953021,-0.02094253628203073,0.2771827379946115,0.7360090464923225,0.9793954618923965
414,1794.616264554098,1012.9690009406535,-0.6459773663246707,0.22951785432220537,31.212516276441768,1.1522428819851267,13.256552373311221,83.11236766221651,1.4669230440572703,2.0360948764705347,0.13734482826298705,-0.5358141816732565,2.2329069308297766,1.0233655613762724,0.4103316742581476,-0.48000527684473754,0.4160352201292334,-0.036514722987127005,-0.48610735498896923,-0.626887575088987,-0.4154769400901395,0.4231219974384559
431,895.0360917123868,759.3360064418704,14.658923616459168,34.286473510258,25.84894203679078,0.7324504587298462,16.628130088231945,82.42780644511272,1.002078789612337,2.3917765850958594,-0.3757972723171661,-0.5914654068324952,2.051020784645129,0.6761871966340524,0.13150077419995818,0.26763500089494535,0.2220728045747727,-0.20850876315293018,0.08906439454516757,0.43592124723432685,0.06018826291445516,0.3162987669393341
416,741.091799836017,600.7896903077311,1.623033208723399,-1.6463134632135281,13.387252408216613,0.2357973381994266,13.696392960436993,83.57796120258679,1.219258206973428,-1.0775591992717697,0.294719768317565,-0.7448467187872017,0.35491975536991993,0.9669485570096883,0.21319394854475332,-0.7485047924649045,0.42064656342522455,-0.47493040909208384,-0.7046196750199706,-0.3108034565093339,-0.06440191113590543,1.5097127231285434
406,553.6145089540225,411.96518872856586,-0.0027094362083678733,0.03576240251559593,17.43873061712648,0.15087687989133336,13.016068292278703,82.92110048232739,-0.18903647185404504,0.7359104053331406,-0.5264639865410233,1.090771663859951,0.646893313355253,0.5553570440429816,-0.3342198941443838,0.031138803260077702,0.08450618076747307,0.11890635896067933,-0.27395220555348737,0.1849887626755363,-0.9412996538506958,0.9110126377576524
427,1299.9135723611178,915.0780260921235,-0.7366605915335366,-0.30474545910921025,26.697651562710444,0.15080398877812928,12.125829028801254,87.06968133346695,1.13888454016299,-0.5131304952698033,0.061546471258136275,0.1573504620012951,0.9017960953285882,-0.09183554265096129,0.21325108670104928,-0.5301820117634215,0.22597514663845758,0.7999801442360704,-0.39079270596427385,0.609274523922544,0.9538946934782413,0.296292556631008
434,538.3402464671814,441.15897945304346,-0.2940755234989031,0.4414939089547342,17.986337308162042,0.7769318731830692,15.942883541231021,81.51996570563888,1.2562187313510955,-0.1616271931025232,0.21905120342979192,0.009495905946972909,0.9475096364434994,0.18764429525198964,1.6546275411426974,0.03384129654675711,-0.8168097379156912,-0.24071907275618265,0.28745982856578833,-0.1650163421253073,0.9054741704411866,0.8074997405349906
403,485.37211821097895,311.10254267639374,-0.9892441597070474,0.24712779544724606,15.942705380256184,0.39286935603574846,12.253534745940588,86.13964918432234,2.1615296452517168,0.11151081854972314,-0.4009827815808349,0.24776585736425816,-0.019141173988419857,-0.5407354847597229,-0.48786765413090355,-0.20393456944358146,-0.3125695549247118,0.43600921554783945,0.014114369672403962,0.006051425810138869,-0.36621215357885,0.2349789103198019
453,1340.5294920476617,920.1438084234937,0.268133807000102,0.8216274185308423,28.72721347493489,0.22164630493137644,11.422043080988871,84.60981704763658,1.7089342098776397,0.12799619947325136,-0.030417323190664234,-0.2485768627703229,0.7479681517788447,0.178865896058349,1.551649321973553,0.9164458188944472,0.15176429013392825,-0.13595959316370895,0.17056776945632462,0.3476679097347003,0.3384177766951556,1.4477873118372337
427,1299.8825344105521,916.03847272357,-0.7380476083530572,0.23367498011063165,26.19633840311617,0.6359851280945861,10.71478266185066,85.21020169086259,1.256682810550215,-0.0014701704514370473,-0.25633284595432343,-0.1481539325562083,0.8612477860283438,0.061917882780676926,0.32158725337020094,0.07765598804745309,0.5963945626429036,0.05081563349455743,-0.4091575717197862,0.9043430289933894,0.617458660781054,1.1653490382303011
414,1795.4050261940579,1012.8705495417763,-0.6987935976176496,-0.3672654518052749,30.598869054814784,-0.17326435367726364,12.258330579637656,81.99094771829279,0.42413225331834303,2.319218835724574,-0.24546766229376096,-0.21345449401554947,0.19766032476081508,1.0408861777180307,0.06388708332709098,-0.3172945289435709,-0.260671506056788,-0.4665037753827154,0.41581233138400986,-0.12621523359347508,-0.10628599889077366,0.49815567224849555
453,1338.8211637088973,919.6370331508356,-0.9220834105713834,0.5067549252431918,28.474582434681473,-0.1281001744344855,11.008993778847042,84.69072010361452,1.0768830433072485,-0.49249829833467196,-0.6345979881637148,0.5820850861608994,0.9959359301761154,-0.04421784448329352,0.5815731777125489,-0.47372996604493145,-0.8097861023126324,-0.7656858929327612,0.025217803059414755,0.5738585304308762,0.6072275823983444,0.9860846736564772
434,537.526780148138,441.575227564619,-0.09698709971811333,0.6045056575127068,17.919005621927212,-0.24403717885530163,16.4527867188622,80.46260704223275,-0.04395369412640626,-0.6842915215259834,-0.5480716280183523,0.5465343022175918,1.1051213499974002,-1.1694730300484162,1.3980814387007423,0.07234710860901739,0.7066406302058332,0.09723263393986288,0.0809625551105765,0.001399980425951674,-0.3437039181777423,0.9306201973818045
414,794.8877418327329,618.720686683247,19.770869494844515,60.40628305081866,22.66190301150234,0.4021946075632128,12.052904401467606,82.595592998437,0.8642443207373665,2.226192916711088,-0.53361694995291,0.7106671839197811,0.4543793868676146,0.6665705550923546,-0.4656897489434381,0.04849502256589037,0.38951498283507824,-0.39931826525187425,-0.10173902827475952,-0.28999589238607953,-0.13355080366796834,1.7662337676831585
403,484.9463576033692,310.5426736608636,0.8468216813334997,0.4300385393821211,15.153625226793373,-0.6862306009481828,12.398389263869483,85.15761089709508,0.7216755806511588,-0.3404374063889742,-0.817545264524218,-0.255951699560433,1.6746337443800063,-0.47048218076960957,0.6937466104848072,-0.10422086672261968,-0.13297018014058007,-0.03664553581778412,0.5592553376211352,-0.08599984286765756,0.16190710978254788,0.41462876108087643
431,859.7860319505907,655.7819975757411,19.446066267244543,56.018676417651825,25.26088320110737,0.18594123940016408,15.558633269171997,82.46863397145698,0.9363584293646984,1.2857872236453303,0.6626213827396574,-0.19631191778464951,1.547948826314981,0.19135286410430433,0.39433416547314193,0.13825312400737555,-0.44431416723336653,0.6924700491812432,0.3833114703937213,0.607171503742035,0.04413628760053577,1.5138569344402975
453,1339.749843257836,920.5206709315516,-0.24635436935277258,-0.04349803616720562,27.71780628761183,-0.09339347512848023,12.132791745549529,84.29347786522294,0.8308573448372939,0.03379350222919665,-0.6018889032958437,-0.8265789995035726,0.4603839215086384,0.9347461666825604,0.14728180651716852,0.00020184130713442853,-0.659778060568384,-0.47586828782150425,0.041893495097637,0.07209561956080916,0.01403120177008871,0.6139593491390084
343,1470.2451310433842,960.650172461324,0.5155339828146681,0.055378666776477584,28.098217410082025,-0.42507225449574404,12.13305664153999,83.8251602340472,1.8059574407207344,0.413108232013882,0.7033823173094675,-0.18418663760499546,0.7568557673435092,0.4271744091890596,-0.1284636408494045,-0.01718621925294674,0.8741004729911953,0.2571612344916388,-0.4020003319110703,1.1453763206755367,-0.03936790100772534,0.5871162908838121
406,553.161211596009,413.10979554107166,-0.22177817666293717,0.6499705376864192,18.28585551962958,-0.11967518828908222,11.857053876901206,82.43214441582212,1.2752600051342453,1.0143938107317874,1.0065669793238665,0.7657746670939908,0.20914812128950455,-0.4541652220005619,0.20783916710984587,0.8581012037322725,0.4046606999409278,0.504547711135002,-0.7800215215435924,-0.2631014450146126,0.19053538990611654,0.9384142696894917
405,447.689277376555,275.6585531627334,-0.40546837664911284,-0.047558875550739795,13.97106809467691,-0.2964524373927018,14.064312811036206,85.85313845502193,0.6874653686677121,0.13012674399122529,1.238132234911965,0.2222192922278316,1.7806704310511807,0.16188841480084576,0.13967705053104748,0.11312141641998173,0.730726266056052,0.008555847211960784,0.29664148540877433,-0.34810311131668975,0.16292790545497418,0.3755302607077863
431,895.0898935555701,760.9815087940551,15.144767585110614,34.72986055283682,26.95816900971372,0.5333834801668036,16.003683387254583,81.5558178482556,0.9443670796540419,2.0027372325485966,-0.6572180858579635,-0.044574158244839755,1.176454116500524,-0.564823388676767,0.28446494912327736,-0.2647438996230436,0.8046075496659248,0.10572198674360064,0.33360133637228406,-0.5251277133288087,-0.2691296423930632,0.7488816362521559
406,553.3675315790771,411.73857493627855,-0.04013495273550304,0.41086209869016044,17.739849810885424,-0.5202309767900665,12.900241192699816,82.59027398335007,-0.11422486879973734,0.2679941117618744,-0.4125721561244839,0.25434926933635965,0.2113712037167753,0.349427342653279,0.45569630592179083,0.21165020559410497,0.8442592446506577,0.028037817938921735,-0.23125492618302312,-0.25452175144463274,-0.36745279446300827,1.1269372529251869
414,1794.9097031128726,1013.3903738125093,0.052623854180512505,0.6661321073495843,30.220205693001418,-0.021964873218656228,12.20879338974513,82.52104683974348,1.9295714870419172,1.6765788196715095,-0.845153782766416,-0.03285721724933204,0.4258993645674767,0.2201939776811795,-0.435445806910929,-0.506515702851575,0.10553868243033719,0.4157199611389297,0.476783088090308,0.18166619987362922,-1.2532145909155785,1.618588234850848
414,794.5662456029195,620.2563845729903,20.673167569784248,59.72497691400536,22.750581548554326,0.5639576041360346,13.234708443468175,83.86760562058096,1.850566961316821,2.521196682686304,-0.3254514597108518,0.8576464700061485,1.6272717401260088,-0.5767842833710733,0.22809429995797348,0.8480803048947245,-0.8166244412356636,-0.47771569291079746,-0.4881011908934747,-0.20822931344129583,-0.2877982278426128,0.7940128610664248
431,861.0894329039309,654.729881333795,20.9976814870549,54.75131825652683,25.626243893482204,0.18706512017126647,16.242842747456912,82.22892596899086,0.7030860489858508,1.8449396266906681,-0.048417472621579714,0.20877891497164947,1.4295733277966787,0.4052239694448053,0.4807185461422012,-0.02547256681361508,-0.2662732309858126,0.615783984813352,0.019883214533160287,-0.41850453542757615,-0.4098261216883303,0.5182551714123336
427,1299.6880505686622,915.4956882227604,-0.06281135412475455,-0.8056586985262066,26.551524187600812,0.4140202825591667,11.157267990315676,85.50358949356878,1.3895942589808281,1.7651314232993287,0.30514868987669935,-0.43781622699812484,1.5957128817806647,-0.19023910908041566,-0.531024768265118,0.12834135318867843,0.767272064504236,-0.31892304671310717,-0.06885974522590646,0.41296979293701985,-0.12616707226490687,0.9404551165757506
434,537.6823697329036,441.10919392834035,0.24719623590151818,-0.05218113596742611,17.213813122565398,-0.1933803620668919,16.367525309072953,80.88175262652472,1.007967517030517,0.5115271432932316,-0.915045701408949,0.08250103090433294,0.3693277794509995,-0.41530847933425064,0.6382697136511262,-0.07815384717443674,0.23570217269347724,0.5779256743901673,-0.5413506189505387,0.26076319080461235,0.3119729067823236,0.326494105019838
406,554.1375493026037,412.22712918130793,0.7168884950946749,-0.173230301599635,18.12774829835649,0.14160831024954998,13.408515154496932,82.28373206182746,-0.07337970258047011,0.03799879984905497,0.774879484331578,-0.33080657712350753,-0.5179319484094385,0.09909710973902423,0.1298475501608627,0.5740065177802116,-0.19547423806958486,-0.4259236561273159,0.6057246312872909,-0.09693381211348369,0.1672546849241851,1.4313258894587286
406,553.5169612164694,413.08024298984554,-0.10359798041267657,-0.07705475594387873,17.980258578590398,0.8615524366344285,12.825320563519899,82.48216175775401,0.35277428896444785,-0.3038489272744987,-0.44003509346273956,0.5674246915922534,0.29860825641516625,-0.6518728176609108,0.12341300583687226,0.19157625974667333,0.9605320126444309,0.18900619433481036,-0.05870884286913158,0.8025233997597976,-0.6278816850724107,0.5966461887693109
431,894.1283121445736,760.5028898796209,14.253253507883223,34.748981808410896,25.935037754361176,-0.1638904946003943,15.73871219893002,81.77877870901551,1.025507167830715,1.3516223238830638,-0.40754896289031783,0.1848954748905357,0.5617751847238743,-0.5938638838276932,-0.6915414396957467,-0.015333181214901338,-0.2589882010451925,0.67143791810957,0.34060981886771435,-0.24613390666771573,0.5149985468035915,0.9281736171426588
431,860.6219367669914,655.343552853181,19.886994588475297,55.691344985854855,25.85716718565005,-0.20195592478288898,16.170407597349055,82.68732007377211,0.600510825196579,1.4565747156237714,-0.3647982604965146,0.028483774911053885,-0.014090021599104663,-0.3557586554973754,-0.09528131345471307,0.06208836628766771,-0.16312202444237422,-0.18865044504883668,0.45008220969666235,0.526443575413651,-0.3612270953168736,-0.18339105984912785
405,448.24559583402123,275.4545486499706,-0.38233048623153365,0.5211072061457527,14.894522114848192,0.9206543942275064,12.904002703850674,85.13100142046257,0.7872647818432295,0.5417227637732629,-0.0038953583669023477,0.47538869094190234,0.7538723038453066,-0.4151894402891023,0.6477263712955936,-0.4432317455584561,0.1112381672149975,0.3862316398774615,-0.21621423793792793,0.6334861665641296,0.4621880309611499,1.1473808172272055
434,538.1925967424471,440.57900507593024,-0.19646812325804408,-0.16307936109457855,17.54900229815818,-0.14330004378809308,16.710178509697105,80.82689326399874,0.92109696492191,-0.6506297994552216,-0.32763875856194036,-0.15783791266924005,1.5952994938544824,1.206401774011935,1.6025674391425508,0.01184175744398562,-0.049006639086957085,-0.4064757783750001,0.02094067274661693,1.0102096411573211,0.14566278906921826,1.3890635211636568
416,740.1680973541438,600.5466443265168,-0.2166430089739536,0.6472261268130131,13.262866484265817,-0.320368407467271,13.213111532438909,83.77338909935362,1.5852002832891543,0.5966243407074884,-0.5599730872226132,-0.017014028838297113,0.7528669468240183,-0.13115908842961796,0.89485566295435,0.17034632712647366,-0.7188444311033397,-0.4688770709054226,-0.5388458003705601,0.039517941486497836,0.6009853577746825,1.4260625429637723
416,741.5689874161596,598.8698009131148,-0.45238345856010603,0.24432936905574879,14.218826465579193,0.1616577217478542,13.415214527896817,83.89837794545163,1.0658560566354793,-0.30137745804108146,0.7245016173355789,0.25887868845398476,0.5401141606892292,1.1737169773095593,0.8513827867339386,0.24783080513401037,0.28785485055913596,0.5598822000880973,-0.11592119854370785,0.031948140586940704,-0.2709513538857273,0.27854743629294454
431,859.8333108084499,654.6156691651219,20.547629841870073,55.03942630705017,25.17543108678365,-0.5125126216818023,15.485305521147536,81.39252396069216,1.097053175695596,2.1319597950070968,1.1128412582811558,0.8137344096070124,1.6740685608334298,0.5691945618546267,0.03277716421875428,0.5660010178502659,0.026592876817877097,1.1040304759216084,0.8255763408788751,0.6431603045166553,0.25294297582454245,0.6415401357173076
427,1300.3849416942946,916.0065358909486,0.14737251978014726,0.17447695651996495,27.130277822713193,0.573356035513451,11.070589593262296,86.9857523642957,1.4080691087237907,-0.26672148051168065,0.022512371132174507,0.05042705717067937,1.0948069968900385,-0.11193728034007902,-0.15724633382271838,-0.06264422948948621,0.38390888422614605,-0.42334906266772987,0.0797214647554436,0.19662218197875164,0.42823877870155447,0.6283531586271228
431,859.7140442516777,654.7643346489177,20.31013369253372,55.05579147692926,25.95697303809362,0.3912604812423519,15.410384558453696,81.05926206734388,0.3171678293860768,1.4011577350604005,0.6430636288780214,0.03832914442635615,1.0641652157190415,0.7783431830230815,-0.27829137464134923,0.07324447943060688,-0.19660227212773068,0.255336557242227,0.25794578535827206,-0.3875758438026295,0.14502595503610105,1.4329831466362006
343,1468.7487156562916,961.120386280636,-0.49693845469767783,0.1641354394806289,28.542806992016832,0.17278446579538342,11.476418597851394,84.57985139099561,1.125176277791514,-0.6476388875521757,-0.26647334888059065,-0.04271413401214364,1.1135227129707541,0.23454815575016547,-0.5137494869827796,-0.9851539693445047,-0.05011645352731122,-0.6423599313892389,0.8784700671489714,-0.8530829150355024,-0.3051458341727019,0.3863180769319749
343,1469.5646428789523,961.618652404863,-0.3184145322340951,-0.7030626358099407,27.350771466672214,0.4994951378353446,11.783188951658014,84.25589559645536,2.187682351681864,-0.04418775471672282,0.1473337954129378,-0.2836592340279912,0.20070397903558768,0.11325907333439654,0.18029848225029158,-0.10672598104511483,0.1693502682845447,-0.11077041222606551,-0.6230496397313872,0.17495887627741766,-0.3240450947173217,-0.29322330727387
403,484.428338314141,310.1359598243966,-0.4902548276250621,-0.18344660195931936,15.763836009665997,0.5479220021206594,12.702712769323838,86.00989919534105,0.9766196193901608,0.15863492650475636,-0.6372853554258889,-0.1934840911156453,0.4835810940223918,-0.2811957152557415,0.09799057573189925,-0.1382526896119467,0.3976471999479394,0.8264814306983284,-0.23102428090784202,0.9518591053102725,-0.06977174009481875,0.11323974720896823
414,794.8511887542421,619.7174188922055,19.811220134454437,60.0004656940279,22.457650515060017,-0.25607131984082043,12.657693707120199,82.94046325965334,1.5242761165823375,2.1707191188262467,-0.5527505950586693,-0.22997970960751327,0.4067175747515185,0.2014857989382163,-0.3871008191315909,-0.29331730936657574,0.2963185933490919,-0.3731460788143525,0.25205291641192573,-0.2618454296274715,-0.0502046603437939,0.8539824888027694
453,1340.4063604647454,919.7049892175186,0.4962109314531205,0.19936474608808052,28.54257802604942,-0.06590303455670524,11.662870415949238,83.9824183605065,1.438051039585401,-0.10361329691386537,-0.37349712941791285,-0.16888735244780917,1.7908144739099663,-0.13322814146666836,-0.745005124156745,-0.3392406265242067,-0.5920969986273484,0.14107209998329553,-0.1853946975144288,-0.26728548735155727,-0.33883543914019115,0.9069797876058789
414,794.341666397963,621.1817805337248,20.04657746877357,59.860545259741436,22.922939464722244,-0.4836911219235207,12.575080010949643,83.25796409998183,1.3942016151390968,1.3815359169742585,0.4309310455147095,-0.2131817370602013,1.3142917365947053,0.37209143135261813,0.6467011342622125,-0.08035966548263401,-0.3754835967793311,-0.27926091136449427,0.11799512712674187,-0.06610893521145382,0.19102173387236238,0.0691386427251065
431,859.9101168424062,654.795943742948,19.73811263845095,54.682259577550745,26.646478323726942,1.583503095209806,15.698744178441181,82.03112870057484,1.043881809886452,0.6425188856187942,0.6146109925984659,-0.6211170127958178,0.9381967335494297,-0.30754042983542795,-0.46481422537747974,-0.36194759585076974,-0.030045404632649313,0.11223091020611639,-0.31893565797134066,0.08783745832584691,-0.5598847682992077,1.6558905012803347
414,795.3391011709881,619.6175301573271,19.56553583833046,60.226439030079,22.708920501146153,0.085642172601812,11.850899945021258,82.90633807083661,1.27842873876047,2.248844624544902,0.3758335237201058,0.5568781195924739,1.6221846131929285,0.035815910481896765,1.0167274887455653,-0.695471238651278,-0.4776142781767255,-0.4072684956832686,0.04608484966924618,0.06898297349913983,-0.3843370465655529,0.9372882519690764
403,483.8958675118138,310.01491367729176,1.1027887764012123,-0.35354069318119713,15.165827926071598,0.9389106717681931,12.821017711326656,85.79430286068713,0.12836965096104047,0.046508684262175,-0.33157896498664624,-0.1454994187997712,0.8413993288021107,-0.4956319621612977,-0.16311043079149376,-0.14321900175743835,-0.5631988777212638,0.23204341932884653,-0.5475994285116427,0.27166042106709404,0.5396312881961776,0.8862181407610337
427,1299.204305771433,915.8178026625108,-0.9494176639562252,0.5927888807604318,27.021803556610543,-0.20865830178455905,10.96812924862777,86.40109864235899,1.493851423568757,0.18574157659643936,0.36484085770193986,0.7992115321593569,2.1023527643462607,-0.1414885151452039,0.0950670869035121,-0.0995366786252815,-0.3004401412271355,0.3950344589148481,-0.7703898043326879,0.5197718069043195,-0.16510262696772474,0.9956412204537115
453,1340.4078702385307,920.3699263267911,-0.22687585282396594,-0.48438835591463353,28.184702889138045,0.19041536851690005,11.6440843089133,83.09900077460028,0.5497771844189361,-0.3285237684496603,0.1581770848559579,-0.049041431849085916,1.4456293878812578,-0.3478043721761307,1.3377775230016071,0.3816076224839821,-0.18107414027792382,0.7426679681330272,-0.42666701840905685,0.5444076523331024,-0.456263431507994,1.4982941814248778
431,859.7819749541218,654.8342869401731,19.455458210108368,54.88025102677626,25.514775810453163,-0.8818431061089904,16.874632696953352,81.9203589138581,0.6384202791628208,1.571380048142963,0.8382135030363295,-0.9046579598416171,0.5302672382869491,-0.39943434946702516,-0.14611592271337379,-0.76275837043725,-0.02723634789567359,0.7543709240187348,0.08704363971869084,0.27061140333350897,-0.4351747573823349,1.2660035476856522
416,741.3443122890661,599.6512152640033,-0.5346734718032898,-0.04358403569524926,14.553761568876387,1.2775817575710142,12.72845579032405,84.68725250675078,0.5403140074098604,-0.142240665726454,-0.4416826219335949,0.47157260565776915,0.3265242034881567,0.4194108325872369,0.446315606111127,0.46440280032482656,0.5061782190613557,-0.12010296882730197,-0.6235012567411439,-0.4374181939140049,0.6991518337769149,0.7953702495797628
414,1795.6273691287543,1013.0885023388829,0.3155798025541909,-0.44233608077416137,30.70838490730262,-0.007443932479754584,13.018451923432204,83.02078638791669,1.7024081574948615,1.0456021841539647,-0.6282942625413117,-0.5980223985155873,1.278341766027689,-0.3514784375290624,-0.7872825643491136,0.8901650322508421,-0.7977625856533053,0.8389753381890286,-0.5269706133743371,-0.04081842317993144,-0.08761535087259056,0.8210294281150161
416,741.23381633982,599.50419114609,-1.5903434594358588,0.006649926952401662,14.239991298092955,0.4183954303578623,12.340004978108079,84.34084071204798,1.6767915595570302,0.4566097585924047,-0.6949967201883386,0.4651155575127399,0.15906991387240677,0.9385242203141835,0.2550369033702569,-1.3062733772771054,0.24760636078739273,-0.8214575729069459,-1.1570719795049262,-1.3412066132761506,-0.4930441817126886,1.0602912146283607
410,1524.5502964824868,1225.2395044331802,-0.08782930989890408,-0.08685293244444985,29.57754899039769,0.09276663251960396,11.029629637346106,84.4289035640848,1.3577684995930945,-0.7430979198455714,-0.16853134844168524,0.2122252971946866,0.7683849683115351,-0.9181517172018097,-0.39712315483559585,0.2190614182823718,-0.5974271435084594,0.8322201650241613,0.04027449676038066,-0.6548090042831171,0.477578023924446,1.6452895632140578
453,1340.6858284388657,919.7219703786183,0.486407762105231,0.16384799041618484,29.184962732186484,-0.236431039180144,10.501764752909676,85.00055702109698,0.13399381314833236,1.0804383950961456,-1.142914828292876,0.004469181825997717,0.5339319794617279,-0.3447783861392226,-0.46638438142491073,0.8292564717286347,-0.3722276329473794,0.1569586676852586,0.28934562336438235,0.5505906178284795,-0.5691123620846469,0.2730722750617429
403,485.27990290971167,308.93526785949445,0.09007635107444367,0.6596428545063429,15.7535692745656,1.1494532927960734,12.542700427127057,86.26053593183256,1.0771551169730194,-0.2660056942681353,-0.45416348428890735,0.2539390083691787,0.9431452449580053,0.19188175245683778,0.09560023122208058,-0.9717060289514114,-1.2289656895063166,0.10152458485817392,0.9696190862645471,0.3453534086312394,-0.6898701348039924,0.6209150276567553
406,553.7015091105535,412.4095073931137,0.2712260917475645,0.032133843018152,17.594949583736007,0.6308375933810346,12.200889003125637,83.52538004064695,-0.71509405658998,-0.7932181979047417,0.01922433205759217,0.03262209566996176,0.6407963271032207,-0.7206444309446814,0.7155288043801178,-1.177591758957615,0.1514692496613119,-0.4140266602358029,-0.6924286700036213,-0.7029469189374958,-0.17862840512645173,0.8193896701565169
405,448.05186421261567,276.48024536249943,0.20590592736641908,0.03430469997128507,14.34055009531054,0.08912405711069324,12.92983393016807,85.44571543131516,1.9780542342944547,-0.23703828784819866,0.44137665978659485,-0.386936166822846,0.5884677989629148,0.1471460335779799,-0.19911625131057073,-0.04083060613217854,-0.3106052956557552,0.2107583174350196,-0.489033713970649,-0.4548403463721377,0.8396344847412348,0.8423515457818427
414,795.0542691354883,619.5092008035178,20.702475663869876,60.19721854054626,23.16442644627824,0.08279743648202235,11.732023429125691,83.54423197910869,1.2687716547002093,1.4970764709633961,-0.6484834222788327,0.7724762669853714,0.6653049653792091,0.05389960665747945,0.0434375933832387,0.3496656709986414,-0.3931954889144095,-0.10857971466779903,0.5152429984562188,-0.6109190057314192,-0.585151828719196,0.8231641060098612
414,794.9138702253605,619.2528714283243,20.27781638009239,60.03616981510319,22.87871914380117,1.4410070136402968,12.347118351307566,82.5167108925803,1.9651538482819237,1.6299294752366273,0.0022693711953700206,-0.051911246336761994,0.8041180842514744,0.598111009969363,0.3437325614355033,0.5587710516127657,0.6445210974393386,-0.27818298927273655,0.09976921104794557,0.20334980306059053,-0.31210799476650836,1.5370461395249366
414,794.1375693272134,620.0770222593758,20.206970857910957,59.38681594285066,22.02246763836676,-0.5885764556229747,11.991548774708908,82.42415670415902,0.7106184080942406,0.818907206405225,-0.4300652548701375,0.6611329220821249,0.7458546061485285,0.13171161609515752,0.13899101437203829,0.5376138069988602,-0.010451303838731744,0.47030458316501156,0.40739700355736713,-0.006453315063529926,0.35994471849800946,0.26086472287748186
434,538.7052390674818,441.2479501295726,0.048698141638430496,0.02084780465758834,16.93154764597643,-0.7892816268999674,16.198230936876932,81.135552511723,0.05849945241415333,-0.32487316717652315,-0.08132238401343353,-0.401202290080227,1.5536067783235183,-0.9314821360162442,1.3523890718389469,0.6702305147530633,0.9853496356003462,0.8094282308939839,0.14525979088512864,-0.4435979939853332,-0.21364651903769952,1.3104540217549032
431,895.3869687137388,759.7438022034038,15.507109706820522,34.9003824575205,26.420647187646328,0.5154242298194474,16.57497319850309,81.73344989579824,1.3246797258189764,2.133351240938393,-0.0654587879065126,0.04542398712816426,0.9617238503319251,-0.8257886539161824,0.11921948073723777,0.27127503544055837,0.734371616178513,-0.07026640080964457,0.028236262013618327,-0.03241190097191067,-0.3163888890546028,1.1675616744521566
343,1469.716629632934,960.967700534085,0.14958247167490188,0.5351330685119701,27.628411231897605,0.5540885309815163,12.246848624106688,84.0023402652362,1.3270463740612173,0.12348861352290162,-0.7837153616413337,1.1080603404701577,0.8592343836479919,-0.32702525542221994,-0.23062601025857515,-0.2549520915697201,0.8207264780540537,-0.36939773358119693,0.41513549706972036,-0.29028998307263054,0.1273649040506857,0.14557427984328808
427,1300.427907917924,915.820846389286,0.20831649982706005,-0.1906630901149817,26.654660711197664,-0.017809925239408858,11.766621392013962,85.60766453482549,0.9819212124607132,0.368602609077672,0.053359459093976644,-0.018227867198689872,1.2108279007397882,-0.1898204839782422,-0.35430952740523436,-0.24901830533013594,0.31856833075501106,0.7175067536103167,0.7393922979597348,-0.046389186154489434,-0.13493886089410262,0.95197238851092
431,894.3642126898749,759.9546389568527,14.432753409232628,34.85685137307663,25.902904040829444,-0.525167964621549,15.757825502848162,81.86512911184792,0.19536098013018177,1.7936661794340776,-1.0492815137889049,0.3266726725976177,0.47985406231022,-0.45906545763269313,0.05848614414120946,0.41099771894949017,-0.14600011697490275,-0.47795851270368156,0.15049239783091053,-0.31356073576906734,-0.13347506126121664,1.178520500845263
434,537.4704774335256,440.0811322858291,0.2642651430461871,-0.1570097480442229,17.877008213847844,0.5924806614286993,15.89997691063692,80.8668359663065,1.3360036931912487,-0.19200456003782504,0.5487820412913342,-0.3846839755328,1.6363356864589997,0.45312251411466686,1.1873280225842038,0.41369072224141024,0.10433475411715383,0.25471810046234794,0.21938448654568465,0.6015325714577238,-0.3057555132655278,0.5703439146296986
431,860.2887933571293,655.7018710298829,20.58909039127641,55.61787502096199,24.631343799830216,-0.21553241238222343,16.917477421184,81.86387710566281,1.7014815153284113,1.1767202882230583,-0.4579890661251538,-0.1439414662524071,1.4982362526397286,0.3477396093212305,0.42124896939872525,0.10393851582596848,-0.14716191616374114,-0.22921990348950294,-0.06722972959784064,0.3940383656767144,-1.1038718454403809,0.962635367511904
431,860.2418469692255,654.9041340980108,20.647018771162312,54.883673959268876,24.941676265543126,-0.037287669991131894,17.000818638803576,82.16721775360438,0.4975625028044077,3.0170955354001614,0.1127081506762957,-0.2311234396660036,0.5643389935539503,0.9562504926675668,0.6069616860136171,0.5483564485907247,0.3554814319289609,0.46851482619160634,-0.448203387354037,0.6307286441876024,0.08219321094372332,0.5318617114560662
